,sentence,triples
541,"When the display opened, everyone thought it was both realistic andesthetically striking.","('it', 'thought', '')"
542,Fortress 2 Supply Route:,"('', 'Route', '')"
543,A small country fell under the iron rule of a dictator.,"('small  country', 'fell under', 'iron dictator')"
544,The dictator ruled the country from a strong fortress.,"('dictator', 'ruled', 'strong  fortress')"
545,"The fortress was situated in the middle of the country, surrounded by farms and villages.","('fortress', 'situated in', 'farms')"
546,Many roads radiated outward from the fortress like spokes on a wheel.,"('Many  roads', 'radiated', 'outward  wheel')"
547,A great general arose who raised a large army at the border and vowed to capture the fortress and free the country of the dictator.,"('who', 'arose', 'large  dictator')"
548,The general knew that if his entire army could attack the fortress at once it could be captured.,"('it', 'knew', 'fortress')"
549,"His troops were poised at the head of one of the roads leading to the fortress, ready to attack.","('troops', 'poised at', 'fortress')"
550,"However, a spy brought the general a disturbing report.","('However  spy', 'brought', 'disturbing  report')"
551,The ruthless dictator had planted mines on each of the roads.,"('ruthless  dictator', 'planted', 'roads')"
552,"The mines were set so that small bodies of men could pass over them safely, since the dictator needed to be able to move troops and workers to and from the fortress.","('safely  dictator', 'set', 'fortress')"
553,"However, any large force would detonate the mines.","('large  force', 'detonate', 'mines')"
554,"Not only would this blow up the road and render it impassable, but the dictator would then destroy many villages in retaliation.","('dictator', 'blow', 'many  retaliation')"
555,"	The general, however, was undaunted.","('general', 'undaunted', '')"
556,He knew that one major thoroughfare leading to the fortress was always kept open as a supply route.,"('major  thoroughfare', 'knew', 'always supply route')"
557,He led his army to the head of the supply route.,"('He', 'led', 'supply route')"
558,"When all was ready he gave the signal, and the entire army charged down the open route.","('entire  army', 'was ready', 'open  route')"
559,The army avoided the mines and attacked the fortress in full strength.,"('army', 'avoided', 'full  strength')"
560,"In this way, the general was able to capture the fortress and overthrow the dictator.","('general', 'was able', 'dictator')"
561,The church was having trouble approaching local corporations for contributions to the shelter.,"('church', 'having', 'local  shelter')"
562,The executive soothed the priest.,"('executive', 'soothed', 'priest')"
563,Sam travelled all over the world buying beautiful things.,"('Sam', 'travelled', 'beautiful  things')"
564,When he ranout of money he paid a visit to his mother.,"('he', 'paid', 'mother')"
565,"However, she was not at allpleased with him.","('However  she', 'was', 'at  him')"
566,"While I have been hard at work you have been wasting your time,she said.","('she', 'said', 'time')"
567,"Sam gave her a gift he bought in Tibet, hoping she would givehim a loan in return.","('she', 'gave', 'return')"
568,But she was still not pleased.,"('she', 'was', '')"
569,I will not give you anyof my hard earned money!,"('I', 'give', 'earned  money')"
570,she exclaimed.,"('she', 'exclaimed', '')"
571,One unusually warm spell in February Sam the magpie thought '',"('February magpie', 'thought', 'February Sam')"
572,Thisis my chance.,"('', 'Thisis', 'chance')"
573,He stood up on the edge of his nest and trilled proudly.,"('He', 'stood', 'nest')"
574,His song was so loud and cheerful that it woke a nearby chipmunk.,"('so  it', 'was', 'nearby  chipmunk')"
575,Thechipmunk asked for another song.,"('Thechipmunk', 'asked for', 'song')"
576,He was so moved by Sam talents thathe forgot,"('He', 'moved by', 'so Sam talents')"
577,it was still winter and decided to go looking for nuts to store.,"('still  nuts', 'was', '')"
578,In a university lab a very expensive lightbulb which would emit precisely controlled quantities of light was being used in some experiments.,"('controlled  quantities', 'used in', 'experiments')"
579,One morning the research assistant responsible for operating the sensitive lightbulb came into the lab and found to her dismay that the lightbulb no longer worked.,"('sensitive  lightbulb', 'came into', 'sensitive  dismay')"
580,"She realized that, she had forgotten to turn it off the previous night.","('she', 'realized', 'previous  night')"
581,"As a result the lightbulb overheated, and the filament inside the bulb had broken into two parts.","('filament', 'overheated', 'two  parts')"
582,"The surrounding glass bulb was completely sealed, so there was no way to open It.","('surrounding glass bulb', 'was', 'so  It')"
583,"The lightbulb could be repaired if a brief, high intensity laser ray could be used to fuse the two parts of the filament into one.","('high intensity laser ray', 'repaired', 'two  one')"
584,Furthermore the lab had the necessary equipment to do the job.,"('Furthermore  lab', 'had', 'necessary  job')"
585,"However, a high intensity laser ray would also break the fragile glass surrounding the filament.","('high intensity laser ray', 'break', 'fragile  filament')"
586,"At lower intensity the laser ray would not break the glass, but neither would it fuse the filament.","('it', 'break', 'filament')"
587,So it seemed that the lightbulb could not be repaired.,"('lightbulb', 'seemed', '')"
588,How could you solve this situation?,"('How  you', 'solve', 'situation')"
589,The degree of animosity between members of the faculty in Anthropology is obvious toanyone who looks at the department.,"('obvious  who', 'is obvious', 'department')"
590,"This has not gone unnoticed at other Universities,where it has been viewed as a potential opportunity, and at least once per semester, a facultymember in the department is offered another job at a prestigious University.","('once  facultymember', 'offered', 'prestigious  University')"
591,The offersfrom outside schools has led a number of faculty members to leave in recent years.,"('outside  schools', 'led', 'recent faculty years')"
592,"Because of their work with people with people from other cultures, the Anthropologyfaculty tend to be politically active.","('other  Anthropologyfaculty', 'tend', 'other  cultures')"
593,"In particular, the faculty in this department are on theboards of many charities.","('particular  faculty', 'are on', 'many  charities')"
594,"In their classes, they organize fund raising drives for multi culturalcauses.","('they', 'organize', 'multi fund raising culturalcauses')"
595,"This activity has fostered a spirit of giving at the University, and has led to astrong community involvement among students.","('activity', 'fostered', 'astrong community students')"
596,The Annual Meeting Case The Sales and Marketing divisions of a large health maintenance corporation were trying to decide where to hold their annual meeting.,"('Sales  divisions', 'trying', 'annual health maintenance meeting')"
597,There were substantial disagreements between the two divisions that were beginning to create conflict between them.,"('two  that', 'were substantial', 'them')"
598,The Sales division wanted to go to a lodge in the mountains.,"('Sales division', 'wanted', 'mountains')"
599,They had researched this possibility already and were anxious to reserve a location as soon as possible.,"('They', 'researched', 'already  location')"
600,"The Marketing division, on the other hand, wanted to go a major city.","('Marketing division', 'wanted', 'major  city')"
601,They had already generated materials on the potential exposure of their company in several urban markets in preparation.,"('They', 'generated', 'urban  preparation')"
602,"The two divisions considered the compromise of holding two annual meetings, but both the added cost and the hectic travel schedules of the executives involved made this option unfeasible.","('hectic travel option', 'considered', 'hectic travel executives')"
603,There was added pressure from company leaders to hold a single annual meeting given the potential benefits of building better working relationships across divisions which had a history of tense and competitive relations.,"('working company which', 'pressure from', 'tense  relations')"
604,"Indeed, one objective of the annual meeting was to foster better relations between the two divisions.","('one  objective', 'was', 'two  divisions')"
605,One member of the Sales division was appointed to negotiate with one member of the Marketing division concerning the location of the annual meeting.,"('One  member', 'appointed', 'annual Marketing meeting')"
606,"As the division planners gained trust in each other, important understandings emerged.","('important  understandings', 'emerged', 'other')"
607,"The Sales division desired to run the annual meeting as a retreat to talk about important company issues, which required having a location suitable to focusing on the work at hand.","('important company which', 'desired', 'suitable  hand')"
608,The Marketing division saw the annual meeting as an opportunity to promote the company image.,"('Marketing division', 'saw', 'annual company image')"
609,"The two divisions resolved to create a well publicized annual meeting located in the mountains, and they agreed to maintain open lines of communication between divisions.","('annual  they', 'resolved', 'open  divisions')"
610,"The Two Poor Brothers CaseTwo fairly poor brothers, Ben and Jerry, had just inherited a working farm whose main crop has a volatile price.","('main  crop', 'inherited', 'volatile  price')"
611,Ben wanted to sell rights to the farm output under a long term contract for a fixed amount rather than depend upon shares of an uncertain revenue stream.,"('Ben', 'wanted', 'uncertain revenue stream')"
612,"In short, Ben was risk averse.","('short  Ben', 'was', '')"
613,"Jerry, on the other hand, was confident that the next season would be spectacular and revenues would be high.","('revenues', 'was confident', 'other  hand')"
614,"In short, Jerry was risk seeking.","('short  Jerry', 'was', '')"
615,The two argued for days and nights.,"('two', 'argued for', 'days')"
616,Ben wanted to sell immediately because he believed the price of the crop would fall; Jerry wanted to keep the farm because he believed the price of the crop would increase.,"('price', 'wanted', 'crop')"
617,"Jerry could not afford to buy Ben out at the time, but the strain on their family relationship over their disagreements was becoming too large.","('strain', 'afford', 'family disagreements')"
618,"Ben had always trusted Jerry instincts in the past, but this time felt Jerry was being overly optimistic.","('Jerry', 'trusted', 'always Jerry past')"
619,"In an effort to settle the matter and close up the growing rift between them, the two brothers agreed to meet with a family business advisor.","('two  brothers', 'agreed', 'family business advisor')"
620,"Following the consultation, Jerry proposed a possible agreement to his brother: They would keep the farm for another season.","('possible  They', 'keep', 'season')"
621,"If the price of the crop fell below a certain price (as Ben thought it would), then they would sell the farm and Ben would get 50% of the farm current value, adjusted for inflation; Jerry would get the rest.","('current  Jerry', 'get', 'rest')"
622,"However, if the price of the crop were to rise (as Jerry thought it would), Jerry would buy Ben out for 50% of the farm current value, adjusted for inflation, and would get to keep all of the additional profits for himself.","('Jerry', 'buy', 'additional  himself')"
623,"Jerry was delighted when his brother told him he could agree to this arrangement, thereby avoiding further conflict.","('he', 'was delighted', 'further  conflict')"
624,"Two weak nations, Lincoln and Moreland, bordered each other.","('weak  nations', 'bordered', 'other')"
625,Both countries reliedheavily on the tourist trade to keep their economies afloat.,"('', 'countries', 'reliedheavily tourist economies')"
626,They competed with each otherover which one of them would get the most tourists.,"('one', 'competed with', 'most  tourists')"
627,"Meanwhile, another nearby nation,Chad, had a very strong economy with a thriving tourist trade.","('nearby  nation', 'had', 'thriving tourist trade')"
628,Tourist cruises flocked intoits harbors and planes full of visitors were constantly landing in its airport.,"('Tourist cruises', 'landing in', 'constantly  airport')"
629,"Because of this,Moreland tried to join forces with Chad in its new advertising campaign to entice still moretourists.","('Moreland', 'tried', 'still advertising moretourists')"
630,Unfortunately a hurricane hit the coast and bankrupted all three nations.,"('Unfortunately  hurricane', 'hit', 'three  nations')"
631,Zerdia Mere appearance: Once there was an eagle named Zardia who donated a few of her tail feathers to a sportsman so he would promise never to attack eagles.,"('tail he', 'promise', 'eagles')"
632,One day Zardia was resting high on a rocky cliff when she saw the sportsman coming with a cross bow.,"('sportsman', 'resting', 'cross bow')"
633,"Zardia flew down to meet the man, but he attacked and felled her with a single bolt.","('he', 'flew', 'single  bolt')"
634,As she fluttered to the ground Zardia realized that the bolt had her own tail feathers on it.,"('bolt', 'realized', 'own tail it')"
635,Once upon a time there lived a magical genie.,"('', 'lived', 'magical  genie')"
636,"He was a very old, wise, and rich genie indeed.","('He', 'was', '')"
637,"One day while he was polishing his home, which was actually a bottle, an old friend came up.","('old  friend', 'came', 'home')"
638,The genie and his friend had lived together long ago.,"('genie', 'lived', '')"
639,They talked about how much fun it had been to play and do magic together.,"('much  it', 'talked about', 'magic')"
640,"The genie friend said, I'm looking for a new home right now.","('I', 'said', 'new  home')"
641,"The genie said, Let find a bottle big enough for both of us.","('genie', 'said', 'enough  us')"
642,Then we can live together and have fun again.,"('Then  we', 'live', 'together  fun')"
643,They began searching far and wide for a bigger bottle.,"('They', 'began', 'bigger  bottle')"
644,They searched and they searched.,"('they', 'searched', '')"
645,"Finally they found the perfect home, a bottle that was big enough for both of them.","('perfect  that', 'found', 'enough  them')"
646,The genie was very excited.,"('genie', 'was', '')"
647,He wanted to move all his belongings right away so he and his friend could settle in.,"('away  he', 'wanted', 'belongings')"
648,But the bottle was very far away and the genie had many beautiful jewels to move.,"('away  genie', 'was', 'beautiful  jewels')"
649,It would be a lot easier for the genie to move if his new home was closer to his old one.,"('new  home', 'be', 'old  one')"
650,Now the genie had a problem.,"('Now  genie', 'had', 'problem')"
651,How could he get his new bottle up close to his old bottle?,"('How  he', 'get', 'old  bottle')"
652,After thinking a bit the genie came up with a wonderful idea.,"('bit  genie', 'came', 'wonderful  idea')"
653,"He began searching for his magic staff, or wand.","('He', 'began', 'magic  staff')"
654,He then commanded his staff to stretch itself from his old home to their new home.,"('He', 'commanded', 'new  home')"
655,"Next, the genie tugged and pulled on his magical staff until at last he pulled the new bottle right up next to his old bottle.","('at  he', 'tugged', 'old  bottle')"
656,Then the genie was happy.,"('Then  genie', 'was happy', '')"
657,He could move in no time at all.,"('He', 'move in', 'time')"
658,He gathered up his jewels in his old home and dropped them carefully into their new home right next to him.,"('He', 'gathered', 'next  him')"
659,"Then the genie said to his friend, What a wonderful home!","('Then  genie', 'said to', 'friend')"
660,Now we can play and do magic together every day.,"('Now  we', 'play', 'magic')"
661,The genie friend just smiled and smiled.,"('genie friend', 'smiled', '')"
662,I'm sure you can still find the two of them sitting in their bigger bottle playing and doing magic even today!,"('still  two', ""'m sure"", 'bigger bottle magic')"
663,Sam travel1ed all over the world buying beautiful things.,"('Sam travel1ed', 'buying beautiful', 'beautiful  things')"
664,"When he ranout of money he paid a visit to his mother and gave her a gift he boughtwhile in Tibet, hoping she would give him a loan in return.","('she', 'paid', 'return')"
665,"However, hismother was not at all pleased.","('However  hismother', 'was', '')"
666,You don't deserve any money of mine!,"('You', 'deserve', 'mine')"
667,she exclaimed.,"('she', 'exclaimed', '')"
668,This is a piece of junk!,"('This', 'is', 'junk')"
669,"After many years of research, a Philadelphia doctor of Osteopathy thinks that he has found a way to alleviate chronic back pain.","('he', 'thinks', 'back  pain')"
670,The doctor theorizes that if a high velocity thrust can be applied to a fairly wide section of the lumber region of a person back they will be cured.,"('back lumber they', 'theorizes', 'wide lumber person')"
671,"Unfortunately, the doctor has found it impossible to test his theory because he is unable to deliver a high velocity thrust of sufficient force because such a thrust requires more strength than the doctor possesses.","('more  doctor', 'found', 'more  strength')"
672,The suggestion is: to have the doctor develop a machine that is capable of delivering the high velocity thrust.,"('that', 'is', 'high velocity thrust')"
673,"The music department at Gordmont is a relatively new department, begun in 1987 inresponse to student pressure for more music classes.","('music department', 'is', 'more music classes')"
674,"Because of the focus on undergraduateeducation at Gordmont, the University searched for the best instructors that it couldfind.","('best  it', 'searched for', 'best  that')"
675,The success of this effort is evident in the fact that the faculty in this department havebeen awarded the prestigious University Teaching Award in each of the last three years.,"('havebeen', 'is evident', 'three University Teaching years')"
676,"Interestingly, because it is a new department, there has been a long period of adjustment infaculty relations.","('Interestingly  it', 'been', 'long adjustment infaculty relations')"
677,"The faculty do not seem to get along well at all, and the members of thedepartment seem to have little or no respect for each other.","('all  members', 'seem', 'little  other')"
678,"Two small countries, Bolon and Salam, were adjacent to a large, warlike country called Mayonia.","('small  countries', 'were adjacent', 'large warlike country')"
679,Bolon decided to make the best of the situation by taking over Salam.,"('Bolon', 'decided', 'Salam')"
680,Salam started looking for aid from other strong countries but soon Bolon succeeded in taking it over .,"('soon  Bolon', 'started', 'it')"
681,Then victorious Bolon proposed to make a treaty with its warlike neighbor Mayonia.,"('victorious  Bolon', 'proposed', 'warlike neighbor')"
682,Bolon proposed to give Mayonia control over Salam in exchange for a guarantee that Bolon would remain independent.,"('Bolon', 'proposed', 'guarantee')"
683,Mayonia responded by overrunning both Bolon and Salam.,"('Mayonia', 'responded by', 'Bolon')"
684,"Bolon was so busy maintaining control of Salam, it could do nothing to stop Mayonia.","('so  it', 'do', 'Mayonia')"
685,Thereupon Mayonia installed puppet governments in both Bolon and Salam and took over the newspapers and ratio stations.,"('Thereupon Mayonia', 'installed', 'puppet newspapers')"
686,Cindy was upset that she had blown her savings.,"('she', 'was upset', 'savings')"
687,She wasn't employed.,"('She', 'employed', '')"
688,Cindy was really happy about her tryout as dancer for a new musical.,"('Cindy', 'was', 'new  musical')"
689,That night she met the director about the dancer position.,"('night  she', 'met', 'dancer position')"
690,"Cindy got over to some stores, searched for, and bought some leotards.","('Cindy', 'got', 'leotards')"
691,She believed her troubles were over.,"('troubles', 'believed', '')"
692,Source Cue sentenceThe rabbi reassured the chairman.,"('Cue sentenceThe rabbi', 'reassured', 'chairman')"
693,"Set A, Theme I:","('', 'I', '')"
694,Ernie was really encouraged about his interview for a security guard at the new factory in town.,"('Ernie', 'encouraged about', 'new security town')"
695,He thought he was saved.,"('he', 'thought', '')"
696,"Ernie went to the shopping mall and hunted around for a dark blue security guard uniform, and bought several.","('Ernie', 'went to', 'blue security guard several')"
697,The next day he received a phone call from the factory personnel director about the security guard position.,"('day  he', 'received', 'security guard position')"
698,Ernie was dismayed that he had wasted money.,"('he', 'dismayed', 'money')"
699,He didn't have a job.,"('He', 'have', 'job')"
700,"Set A, Theme 2: Carl wasn't working at the time.","('2  Carl', 'working at', 'time')"
701,He was very concerned because he had very little left in his bank account.,"('very  he', 'was', 'little bank account')"
702,Several days later he had lunch with the president about becoming a broker.,"('later  he', 'had', 'president')"
703,Carl thought he had impressed people when he gave his resume to the investment firm.,"('when  he', 'thought', 'investment firm')"
704,"Carl went to the department store and tried on some suits, and got a few.","('Carl', 'went to', 'department few')"
705,He felt that he was moving up again.,"('he', 'felt', '')"
706,"Set B, Theme I:","('', 'B', '')"
707,Ronnie thought she had it made because she thought she had done well in the audition for a keyboard player.,"('she', 'thought', 'well keyboard player')"
708,"Ronnie went to the music store, played some electric organs, and then purchased one.","('Ronnie', 'went to', 'then music one')"
709,Later she got a message from the guitar player about playing keyboards.,"('Later  she', 'got', 'guitar keyboards')"
710,She wasn't in a band.,"('She', 'was', 'band')"
711,Ronnie was depressed that she had run up her credit card.,"('she', 'was depressed', 'credit card')"
712,"Set B, Theme 2: Cindy was upset that she had blown her savings.","('she', 'was upset', 'savings')"
713,She wasn't employed.,"('She', 'employed', '')"
714,Cindy was really happy about her tryout as dancer for a new musical.,"('Cindy', 'was', 'new  musical')"
715,That night she met the director about the dancer position.,"('night  she', 'met', 'dancer position')"
716,"Cindy got over to some stores, searched for, and bought some leotards.","('Cindy', 'got', 'leotards')"
717,She believed her troubles were over.,"('troubles', 'believed', '')"
718,"Broken Light bulb fragile glass LaserIn a physics lab at a major university, a very expensive light bulb which would emit precisely controlled quantities of light was being used in some experiments.","('controlled  quantities', 'used in', 'experiments')"
719,Ruth was the research assistant responsible for operating the sensitive light bulb.,"('Ruth', 'was', 'sensitive light bulb')"
720,One morning she came into the lab and found to her dismay that the light bulb no longer worked.,"('light  bulb', 'came into', 'dismay')"
721,She realized that she had forgotten to tum it off the previous night.,"('she', 'realized', 'previous  night')"
722,"As a result the light bulb overheated, and the filament inside the bulb had broken into two parts.","('filament', 'overheated', 'two  parts')"
723,"The surrounding glass bulb was completely sealed, so there was no way to open it.","('surrounding glass bulb', 'was', 'so  it')"
724,"Ruth knew that the light bulb could be repaired if a brief, high intensity laser beam could be used to fuse the two parts of the filament into one.","('high intensity laser beam', 'knew', 'two  one')"
725,"Furthermore, the lab had the necessary equipment to do the job.","('Furthermore  lab', 'had', 'necessary  job')"
726,"However, a high intensity laser beam would also break the fragile glass surrounding the filament.","('high intensity laser beam', 'break', 'fragile  filament')"
727,"At lower intensities the laser would not break the glass, but neither would it fuse the filament.","('it', 'break', 'filament')"
728,"So it seemed that the light bulb could not be repaired, and a costly replacement would be required.","('costly  replacement', 'seemed', '')"
729,Ruth was about to give up when she had an idea.,"('when  she', 'was about', 'idea')"
730,"She placed several lasers in a circle around the light bulb, and administered low intensity laser beams from several directions all at once.","('She', 'placed several', 'several intensity laser directions')"
731,"The beams all converged on the filament, where their combined effect was enough to fuse it.","('combined  effect', 'converged on', 'it')"
732,"Since each spot on the surrounding glass received only a low intensity beam from one laser, the glass was left intact.","('one intensity glass', 'left intact', 'one intensity laser')"
733,"Ruth was greatly relieved that the light bulb was repaired, and she then went on to successfully complete the experiment.","('she', 'relieved', 'successfully  experiment')"
734,"Set B, Theme I:","('', 'B', '')"
735,Ronnie thought she had it made because she thought she had done well in the audition for a keyboard player.,"('she', 'thought', 'well keyboard player')"
736,"Ronnie went to the music store, played some electric organs, and then purchased one.","('Ronnie', 'went to', 'then music one')"
737,Later she got a message from the guitar player about playing keyboards.,"('Later  she', 'got', 'guitar keyboards')"
738,She wasn't in a band.,"('She', 'was', 'band')"
739,Ronnie was depressed that she had run up her credit card.,"('she', 'was depressed', 'credit card')"
740,Fortress 1 Dispersion Attack:A small country fell under the iron rule of a dictator.,"('small Dispersion country', 'Attack', 'iron dictator')"
741,The dictator ruled the country from a strong fortress.,"('dictator', 'ruled', 'strong  fortress')"
742,"The fortress was situated in the middle of the country, surrounded by farms and villages.","('fortress', 'situated in', 'farms')"
743,Many roads radiated outward from the fortress like spokes on a wheel.,"('Many  roads', 'radiated', 'outward  wheel')"
744,A great general arose who raised a large army at the border and vowed to capture the fortress and free the country of the dictator.,"('who', 'arose', 'large  dictator')"
745,The general knew that if his entire army could attack the fortress at once it could be captured.,"('it', 'knew', 'fortress')"
746,"His troops were poised at the head of one of the roads leading to the fortress, ready to attack.","('troops', 'poised at', 'fortress')"
747,"However, a spy brought the general a disturbing report.","('However  spy', 'brought', 'disturbing  report')"
748,The ruthless dictator had planted mines on each of the roads.,"('ruthless  dictator', 'planted', 'roads')"
749,"The mines were set so that small bodies of men could pass over them safely, since the dictator needed to be able to move troops and workers to and from the fortress.","('safely  dictator', 'set', 'fortress')"
750,"However, any large force would detonate the mines.","('large  force', 'detonate', 'mines')"
751,"Not only would this blow up the road and render it impassable, but the dictator would then destroy many villages in retaliation.","('dictator', 'blow', 'many  retaliation')"
752,A full scale direct attack on the fortress therefore appeared impossible.,"('direct  attack', 'appeared impossible', 'fortress')"
753,"The general, however, was undaunted.","('general', 'undaunted', '')"
754,He divided his army up into small groups and dispatched each group to the head of a different road.,"('He', 'divided', 'different  road')"
755,"When all was ready he gave the signal, and each group charged down a different road.","('group', 'was ready', 'different  road')"
756,"All of the small groups passed safely over the mines, and the army then attacked the fortress in full strength.","('safely  army', 'passed', 'full  strength')"
757,"In this way, the general was able to capture the fortress and overthrow the dictator.","('general', 'was able', 'dictator')"
758,Tom is tall.,"('Tom', 'is tall', '')"
759,Tom is timid.,"('Tom', 'is timid', '')"
760,Bill is smart.,"('Bill', 'is smart', '')"
761,Bill is tall.,"('Bill', 'is tall', '')"
762,Steve is smart.,"('Steve', 'is smart', '')"
763,"87 Catrambone C Aquarium ProbA major aquarium in a city on the East Coast decided to create alarge aquarium display containing a replica of the sunken ocean linerthe Titanic amid the sea environment of its resting place, which isdeep in the Atlantic Ocean off the coast of Newfoundland.","('sunken resting which', 'decided', 'Atlantic Newfoundland')"
764,A professionalaquarium designer was assigned to the project.,"('professionalaquarium designer', 'assigned to', 'project')"
765,"She placed asmall replica of the vessel in the center of a large tank, with a realisticsea bed.","('She', 'placed', 'large realisticsea bed')"
766,Then she added to the tank sea plants and fish of the sortthat live in the Atlantic at the depth of the sunken Titanic.,"('Then  she', 'added to', 'sunken tank sea Titanic')"
767,Thedisplay was virtually finished when the designer was confronted witha major problem she had failed to anticipate.,"('major  she', 'finished', 'major  problem')"
768,"In order to maintainthe deep water environment required by the fish and plants, the tankhad to be kept quite dark, as the deep water organisms were notadapted to light.","('deep water organisms', 'notadapted to', 'light')"
769,"However, if the tank was kept completely dark,people would not be able to see the small replica of the Titanic in thecenter of the tank, which, after all, was the main point of the exhibit.","('small  which', 'be able', 'main  exhibit')"
770,Putting lights inside the model of the wreck looked too artificial.,"('Putting', 'looked', 'wreck')"
771,Thedesigner considered shining a powerful spotlight on the model of thevessel.,"('Thedesigner', 'considered', 'powerful  thevessel')"
772,"However, if the spotlight was located inside the tank, it wouldraise the temperature of the water too high; and if it was locatedoutside the tank, the bright beam seriously disrupted the feeding habits of some of the fish.","('bright  beam', 'wouldraise', 'feeding  fish')"
773,So it looked like the display was going tohave an embarrassing shortcoming.,"('display', 'looked', 'embarrassing  shortcoming')"
774,What could be done to light the display?,"('What', 'done', 'display')"
775,Write your solutionbelow.,"('', 'Write', 'solutionbelow')"
776,"Remember to use the same principles that were used in thestories you read.87 Catrambone Aquarium Problem AND SolutionA major aquarium in a city on the East Coast decided to create alarge aquarium display containing a replica of the sunken ocean linerthe Titanic amid the sea environment of its resting place, which isdeep in the Atlantic Ocean off the coast of Newfoundland.","('sunken resting which', 'decided', 'Atlantic Newfoundland')"
777,A professionalaquarium designer was assigned to the project.,"('professionalaquarium designer', 'assigned to', 'project')"
778,"She placed asmall replica of the vessel in the center of a large tank, with a realisticsea bed.","('She', 'placed', 'large realisticsea bed')"
779,Then she added to the tank sea plants and fish of the sortthat live in the Atlantic at the depth of the sunken Titanic.,"('Then  she', 'added to', 'sunken tank sea Titanic')"
780,Thedisplay was virtually finished when the designer was confronted witha major problem she had failed to anticipate.,"('major  she', 'finished', 'major  problem')"
781,"In order to maintainthe deep water environment required by the fish and plants, the tankhad to be kept quite dark, as the deep water organisms were notadapted to light.","('deep water organisms', 'notadapted to', 'light')"
782,"However, if the tank was kept completely dark,people would not be able to see the small replica of the Titanic in thecenter of the tank, which, after all, was the main point of the exhibit.","('small  which', 'be able', 'main  exhibit')"
783,Putting lights inside the model of the wreck looked too artificial.,"('Putting', 'looked', 'wreck')"
784,Thedesigner considered shining a powerful spotlight on the model of thevessel.,"('Thedesigner', 'considered', 'powerful  thevessel')"
785,"However, if the spotlight was located inside the tank, it wouldraise the temperature of the water too high; and if it was locatedoutside the tank, the bright beam seriously disrupted the feeding habits of some of the fish.","('bright  beam', 'wouldraise', 'feeding  fish')"
786,So it looked like the display was going tohave an embarrassing shortcoming.,"('display', 'looked', 'embarrassing  shortcoming')"
787,What could be done to light the display?,"('What', 'done', 'display')"
788,Write your solutionbelow.,"('', 'Write', 'solutionbelow')"
789,Remember to use the same principles that were used in thestories you read.,"('you', 'Remember', 'thestories')"
790,"Just before the display was to open, the designer hit upon a newidea.","('designer', 'hit upon', 'newidea')"
791,"She had several low powered spotlights placed at differentlocations around the outside of the tank, all focused on the replica ofthe ship.","('powered  all', 'had several', 'replica ofthe ship')"
792,"Each of the lights was quite dim, so the light averse fish werenot disturbed as they swam around the Titanic.","('they', 'was', 'Titanic')"
793,"But since all of thelights were focused on the ship, their beams added up so as toilluminate it enough that its realistic details could be seen by viewers.","('realistic  details', 'added', 'viewers')"
794,"When the display opened, everyone thought it was both realistic andesthetically striking.","('it', 'thought', '')"
795,An engineer plans the construction of an artificial lake to produce electric energy.,"('engineer', 'plans', 'electric  energy')"
796,"According to his first plan, a unique wide canal collects water coming from a valley and convey it into the lake.","('wide  canal', 'collects', 'lake')"
797,"The total labor cost for the construction of such canal is $17,664.","('total labor cost', 'is', 'such  canal')"
798,"However, the engineer realizes that the capacity of the lake is not sufficient to produce the needed amount of energy.","('capacity', 'realizes', 'needed  energy')"
799,"However, it is`not possible to enlarge the lake because there are no free areas around it.","('However  it', 'possible', 'free  it')"
800,"In order to avoid this mishap, the engineer elaborates a second plan.","('engineer', 'elaborates', 'second  plan')"
801,"According to this plan, the lake must be deepened so that it contains a higher amount of water.","('it', 'deepened', 'higher  water')"
802,To implement the second plan 12 laborers have to work 8 hours daily for 23 days.,"('12  laborers', 'implement', '23  days')"
803,Each laborer is paid $8 for each hour of work.,"('laborer', 'paid', '$  work')"
804,"The total labor of the second plan is cheaper, equal or more expansive than the labor of the first plan?","('total  labor', 'is cheaper', 'first  plan')"
805,"87 Catrambone Aquarium Problem AND SolutionA major aquarium in a city on the East Coast decided to create alarge aquarium display containing a replica of the sunken ocean linerthe Titanic amid the sea environment of its resting place, which isdeep in the Atlantic Ocean off the coast of Newfoundland.","('sunken resting which', 'decided', 'Atlantic Newfoundland')"
806,A professionalaquarium designer was assigned to the project.,"('professionalaquarium designer', 'assigned to', 'project')"
807,"She placed asmall replica of the vessel in the center of a large tank, with a realisticsea bed.","('She', 'placed', 'large realisticsea bed')"
808,Then she added to the tank sea plants and fish of the sortthat live in the Atlantic at the depth of the sunken Titanic.,"('Then  she', 'added to', 'sunken tank sea Titanic')"
809,Thedisplay was virtually finished when the designer was confronted witha major problem she had failed to anticipate.,"('major  she', 'finished', 'major  problem')"
810,"In order to maintainthe deep water environment required by the fish and plants, the tankhad to be kept quite dark, as the deep water organisms were notadapted to light.","('deep water organisms', 'notadapted to', 'light')"
811,"However, if the tank was kept completely dark,people would not be able to see the small replica of the Titanic in thecenter of the tank, which, after all, was the main point of the exhibit.","('small  which', 'be able', 'main  exhibit')"
812,Putting lights inside the model of the wreck looked too artificial.,"('Putting', 'looked', 'wreck')"
813,Thedesigner considered shining a powerful spotlight on the model of thevessel.,"('Thedesigner', 'considered', 'powerful  thevessel')"
